Title,Ideology,Country,URL,TWHandle,TWSim,YTId,YTUser
Campaign Life Coalition,Right,NA,https://www.campaignlifecoalition.com,campaignlife,0.7272727273,UCFglQoaOcgP-u5_Th0Ad9sA,
Campus Reform,Right,USA,https://www.campusreform.org,campusreform,1,UCA8sK_Bba0Eb-k33bD0ldhw,CampusReform
Canadaland,Left-center,NA,https://www.canadalandshow.com,canadaland,0.8333333333,UCLkV6e6C7mOs99MLBRA-OkA,
Canadian Dimension,Left,Canada,https://canadiandimension.com,cdn_dimension,0.7333333333,UCXu7fg-_KdAoHY7bmahr9vg,
Canadian Jewish News (CJN),Right-center,NA,https://www.cjnews.com,thecjn,0.5,UC_DQD5DNffanB8GJvHryNvw,CanadianJewishNews
Canadian Taxpayers Federation,Right-center,NA,https://www.taxpayer.com,taxpayerdotcom,0.7272727273,UCIKvK_bErQ0XbypVdnORi2g,
Cape Cod Times,Center,USA,https://www.capecodtimes.com,capecodtimes,1,,
Capital & Main,Left,USA,https://capitalandmain.com,capitalandmain,1,UCjfpIrbyc1hMT-CRZWbGF4g,
Capital Gazette,Left-center,USA,https://www.capitalgazette.com,capgaznews,0.5833333333,UCH5D4S5VIGCXuIh5u_kYvUQ,capitalgazette
Capital Research Center,Right,USA,https://capitalresearch.org,capitalresearch,1,UCp7NBbx93BDRMe2jM2h-Wpw,
Capitalism Magazine,Right-center,USA/Bahamas,https://www.capitalismmagazine.com,capitalismmag,0.8387096774,UCiGfPObJ4XMimc1691Gfbiw,CapitalismTV
Capitol Fax,Center,USA,https://capitolfax.com,capitolfax,1,UCUkDXv9tkPOsYeTN5teW0yQ,capitolfax
Care2,Left,USA,https://www.care2.com,care2,1,UCAMOfF2PUYfKRLZuLATO1Tg,
Caribbean Life News,Left-center,USA,https://www.caribbeanlifenews.com,clifenews,0.6923076923,,
Carnegie Endowment for International Peace (CEIP),Left-center,USA,https://carnegieendowment.org,carnegieendow,0.8666666667,UCDeDd29TrRzAkSKXBCtGhxA,CarnegieEndowment
Carolina Public Press,Left-center,NA,https://carolinapublicpress.org,cpublicpress,0.7741935484,UC1il8sXpk7wC36kVWCwO9kQ,CarolinaPublicPress
Casper Star Tribune,Center,USA,https://trib.com,cstribune,0.6153846154,UCMpLHTtHhwgX6mUasWnMT1A,CSTribune1
Castanet,Center,Canada,https://www.castanet.net,castanetnews,0.8,UCfEflJTjF2hq0IbfkSWGRkg,CastanetNews
Catch News,Left-center,India,http://www.catchnews.com,catchnews,1,UCcddmqHBErfequ4xYj9orJQ,
Cato Institute,Right-center,USA,https://www.cato.org,catoinstitute,0.4705882353,UCyl7zwI6giPG6zC3uC8GGVg,catoinstitutevideo
CBC News (Canadian Broadcasting),Left-center,Canada,https://www.cbc.ca,cbc,1,UC5ujvySyX2svDmsle_--dpA,CBCtv
CBS Boston – WBZ TV,Left-center,USA,https://boston.cbslocal.com,wbz,0.1818181818,UCi4fcBVyo4CAnmdgXeO-NvA,CBSBostonWBZ
CBS News,Left-center,USA,https://www.cbsnews.com,cbsnews,1,UC8p1vwvWtl6T73JiExfWs1g,CBSNewsOnline
CCN Markets,Right-center,Norway,https://www.ccn.com,ccnmarkets,0.4615384615,UCwNtEtAeVcK-ddEySGmEOIg,
Ceasefire Magazine,Left,United Kingdom,https://ceasefiremagazine.co.uk,ceasefiremag,0.8275862069,UC4XfPcG6Y4LozfHgzGu2XwA,ceasefiremagazine
Center for a New American Security,Left-center,USA,https://www.cnas.org,cnasdc,0.8,UCoooV8TQKY3Llh_Llcp9Asg,CNASdc
Center for a Stateless Society,Left,USA,https://c4ss.org,c4ssdotorg,0.5714285714,UCOA38--mWqKKdCAr6eFy-sA,c4ssvideos
Center for Advanced Defense Studies,Left-center,USA,https://c4ads.org,c4ads,1,,
Center for American Progress,Left,USA,https://www.americanprogress.org,amprog,0.5454545455,UC0COu43Li7CUL2jseBpH9kQ,seeprogress
Center for Democracy and Technology,Center,NA,https://cdt.org,cendemtech,0.4615384615,UCSwjPYZk6nRieQMWISwcS3Q,CenDemTech
Center for Freedom and Prosperity,Right,USA,https://freedomandprosperity.org,cfandp,0.3846153846,UCRxBNnft_ld3eWk2a1NqnKQ,afq2007
Center for Global Development,Left-center,USA,https://www.cgdev.org,cgdev,1,UCWC4mmS_a-0K6JX6QX0hL8w,
Center for Inquiry,Left-center,USA,https://centerforinquiry.org,center4inquiry,0.8666666667,UCp7LPFmh6pyFpWQY6htER3A,centerforinquiry
Center for International Policy,Left-center,USA,https://www.internationalpolicy.org,cipolicy,0.5185185185,UCuDgPaqy0rVMUEeKHKgkDfw,
Center for Media and Democracy,Left,USA,https://www.prwatch.org,exposedbycmd,0.2105263158,UC3Qs31jxhhi0tOMhSEpe3WQ,PRWatch
Center for Popular Democracy,Left-center,NA,https://populardemocracy.org,popdemoc,0.6666666667,UCiU_Sh7AsIry-eQaYeAPR8g,popdemoc
Center for Public Integrity,Left-center,USA,https://publicintegrity.org,publicintegrity,1,UC15_VPYQCnOZU4crj7g8aIA,cpiweb
Center for Responsive Politics (Open Secrets),Center,USA,http://www.opensecrets.org,opensecretsdc,0.9166666667,UCyX32_Oal5pPG1vXTgyenQQ,OpenSecretsDC
Center for Strategic and International Studies,Center,USA,https://www.csis.org,csis,1,UCr5jq6MC_VCe1c5ciIZtk_w,csisdc
Center for the National Interest,Right-center,USA,https://cftni.org,cftni,1,UCgp3Ipjacu00pea4DD1bU_w,cftni
Central News Agency (CNA) / Focus Taiwan,Left-center,Taiwan,https://focustaiwan.tw,focus_taiwan,0.9565217391,UCnHZMDQ5VERAT41LTYsAwlA,FocusTaiwan
Change.org,Left,NA,https://www.change.org,changeaus,0.8,UCy8352SHLMMjC_jLYuYYw7A,ChangePress
Channel 4 News (UK),Left-center,United Kingdom,https://www.channel4.com,channel4news,0.8,UCTrQ7HXWRRxr7OsOtodr2_w,Channel4News
Channel News Asia (CNA),Center,Singapore,https://www.channelnewsasia.com,channelnewsasia,1,UC83jt4dlz1Gjl58fzQrrKZg,channelnewsasia
Charity Navigator,Center,USA,https://www.charitynavigator.org,charitynav,0.7692307692,UC3lOj_CLjPkMtO2gWUkhDcA,charitynavigator
Charleston Gazette Mail,Left-center,NA,https://www.wvgazettemail.com,wvgazettemail,1,UCgfW_e_C-P02GxwPjN26uLA,DailyMailOnline
Charlotte Observer,Left-center,USA,https://www.charlotteobserver.com,theobserver,0.7142857143,UCO6BPX6_ubwGTGHIVdYTpcg,cltdotcom
Check Your Fact,Right-center,USA,https://checkyourfact.com,check_your_fact,0.9285714286,,
Cheddar,Left-center,USA,https://cheddar.com,cheddar,1,UC04KsGq3npibMCE9Td3mVDg,
Chicago Reader,Left,NA,https://www.chicagoreader.com,chicago_reader,0.962962963,UCSAEKsuh_gwX_MmpRjLhdMw,chicagoreader
Chicago Sun Times,Left-center,USA,https://chicago.suntimes.com,suntimes,1,UCvU3ALK4osa_RV4znIToB2Q,
Chicago Tribune,Right-center,USA,https://www.chicagotribune.com,chicagotribune,1,UCB2aea_wLJJaklTOplAC82A,ChicagoTribune
Chicks on the Right,Right,NA,https://www.chicksonright.com,chicksonright,1,UCvQC51gljsc95RZ2-izj0Tw,
China Global Television Network (CGTN),Left-center,China,https://www.cgtn.com/,cgtnofficial,0.5333333333,UCgrNz-aDmcr2uuto8_DL2jg,CCTVNEWSbeijing
China Internet Information Center,Left,China,http://www.china.org.cn,chinaorgcn,0.6666666667,,
Chinook Observer,Center,USA,https://www.chinookobserver.com,chinookobserver,1,UCtWa0pNe_HkxnPMA31a92EQ,chinookobserver
Christian Coalition of America (CCA),Right,USA,http://www.cc.org,ccoalition,0.3333333333,UC2yBlAeuYMD9t6KsChaZe_A,ccoalition
Christian Headlines,Right,USA,https://www.christianheadlines.com,christianhlines,0.9090909091,,
Christian Post,Right,USA,https://www.christianpost.com,christianpost,1,UCV4ZdqpfiIBJIx1BBIHi3sw,TheChristianpost
Christian Science Monitor,Center,USA,https://www.csmonitor.com,csmonitor,1,UCTdvpZLANeVfpckUBQD7lCQ,CSMonitor100
Christian Today,Right,United Kingdom,https://www.christiantoday.com,christiantoday,1,UCBy5QY913Cd1cJXKshDxcyA,
Christianity Today,Right-center,USA,https://www.christianitytoday.com,ctmagazine,0.2222222222,UCnkIrEOb5yknIxeRo_8kDGw,christianitytodaymag
Chronicles Magazine (Rockford),Right,USA,https://www.chroniclesmagazine.org,chroniclesmag,0.8387096774,,
Chronicles of Democracy,Left,NA,https://www.chroniclesofdemocracy.com,chronofdem,0.6451612903,,
Cincinnati Enquirer,Right-center,USA,https://www.cincinnati.com,enquirer,0.1111111111,UCyFdXnGDuzIO-LE-EyR2eEQ,
Citizen Critics,Left,USA,https://citizencritics.org,citizen_critics,0.9655172414,,
Citizen Free Press,Right,USA,https://www.citizenfreepress.com,thedailybail,0.1428571429,,
Citizen Truth,Left-center,USA,https://citizentruth.org,citizentruth_,0.96,UCgnLOrMI6z6RUXX2IxrP7qg,
Citizens for Legitimate Government (CLG News),Left-center,NA,https://www.legitgov.org,legitgov,1,,
Citizens for Responsibility and Ethics in Washington (CREW),Left-center,NA,https://www.citizensforethics.org,crewcrew,0.32,UC5I4mzoVcZz6nAn1BR7Bv6w,citizensforethics
Citizens for Tax Justice,Left-center,NA,https://www.ctj.org,taxjustice,0.1538461538,UCAN_CiJhTsUuixhpWdmYOOw,Citizens4TaxJustice
Citizens United,Right,USA,http://citizensunited.org,citizens_united,0.9655172414,UCzf3UGSgFKBE3_gNB4n8N8w,citizensunited07
City and State New York,Center,NA,https://www.cityandstateny.com,cityandstateny,1,UCURqJEezGNkNQISHMy8fwHg,CityandStateNY
City Journal,Right,USA,https://www.city-journal.org,cityjournal,0.9565217391,UCbJHyf5BRreiCcddo3N0aGg,ManhattanInst
City Pages,Left-center,USA,http://www.citypages.com,citypages,1,UCSgGy6BQKh4aumwddNnyxwA,
CityLab,Left-center,USA,https://www.citylab.com,citylab,1,UCSu7FomcXZj1kMaWhd9M6Rg,
Civitas Institute,Right,USA,https://www.nccivitas.org,nccivitas,1,UCgX2Bq7Y2sqIUjSv21BhLLQ,CivitasInstitute
Claremont Institute,Right,USA,https://www.claremont.org,claremontinst,0.8181818182,UCajmonR9PMgXxzupzA2r4MA,ClaremontInst
Clean Technica,Left-center,NA,https://cleantechnica.com,cleantechnica,1,UCSUThAoiQIrb5lqUAwbaxfg,
CNBC,Left-center,USA,https://www.cnbc.com,cnbc,1,UCvJJ_dzjViJCoLf5uKUTwoA,cnbc
CNET,Center,USA,https://www.cnet.com,cnet,1,UCOmcA3f_RrH6b9NmcNa4tdg,CNETTV
CNN,Left,USA,https://edition.cnn.com,cnnbrk,0.3529411765,UCupvZG-5ko_eiXAupbDfxWw,CNN
Code Pink,Left,USA,https://www.codepink.org,codepink,1,UCSTEGsYwuvPpwjtIufg7gzA,codepinkaction
Cold Dead Hands,Right,USA,https://cdh2a.com,colddeadhands1,0.4210526316,,
Colombia Reports,Left-center,NA,https://colombiareports.com,colombiareports,1,UCT2ahv_0PXQaMyytRG4yH8A,colombiareports1
Columbia Daily Herald,Right-center,NA,https://www.columbiadailyherald.com,thedailyherald,0.6666666667,UCzzBuAmu7gRKom35yTRk2PA,newsroomc
Columbia Journalism Review,Left-center,USA,https://www.cjr.org,cjr,1,UC3o7yBawJfbZ6D5-TvACl5w,columbiajr
Columbus Dispatch,Right-center,USA,https://www.dispatch.com,dispatchalerts,0.7272727273,UCpGnvIUZbg994_gnmckILKg,TheColumbusDispatch
Columbus Free Press,Left,USA,https://columbusfreepress.com,colsfreepress,0.8666666667,,
Comic Sands,Left,USA,https://www.comicsands.com,comicsandsdaily,0.8,,
Commentary Magazine,Right,USA,https://www.commentarymagazine.com,commentary,0.7142857143,,
Committee for a Responsible Federal Budget,Center,NA,http://www.crfb.org,budgethawks,0.1333333333,UCiP0W9Jvwr8QwPTRjapEfHg,BudgetHawks
Committee for Economic Development,Center,USA,https://www.ced.org,cedupdate,0.5,UCp9-Nl5BxUkSwJnW8fAz3DQ,cedorg
Committee to Investigate Russia,Left-center,USA,https://investigaterussia.org,investigateru,0.8666666667,UCaSlEYI7WQq0zextePz7-GQ,
Committee to Protect Journalists,Center,NA,https://cpj.org,pressfreedom,0.1333333333,UCJ6Fa7MQH9-3yBFwYUZRJMQ,cpjmultimedia
Common Cause,Left-center,NA,https://www.commoncause.org,commoncause,1,UC-YkVqatcHYigrnu_1xKsxA,CommonCauseEthics
Common Dreams,Left,USA,https://www.commondreams.org,commondreams,1,UC5hQlpIgUxFa9q8iTP6LOBQ,
Commonweal Magazine,Left-center,NA,https://www.commonwealmagazine.org,commonwealmag,0.8387096774,UCMiE0Vt1eU5DO6Wn2lafqLw,
Commonwealth Fund,Left-center,USA,https://www.commonwealthfund.org,commonwealthfnd,0.9677419355,UCtkBGr32o9IDcWWStibw26g,CommonwealthFund
Communities Digital News (CDN),Right,USA,https://www.commdiginews.com,commdiginews,1,,
Concord Monitor,Center,USA,https://www.concordmonitor.com,conmonitornews,0.7142857143,UCpIIsfqRWz9MwJe3lX4z5pQ,ConcordMonitorOnline
Congress.gov,Center,NA,https://www.congress.gov,congressdotgov,0.7272727273,,
Congressional Budget Office,Center,NA,https://www.cbo.gov,uscbo,0.75,UCYDAVKPWIe3O1lH-GTTwnGw,
Connecticut Post,Left-center,USA,https://www.ctpost.com,connpost,0.7142857143,,
Conservative Base,Right,USA,https://conservativebase.com,conservativbase,1,,
Conservative Daily News,Right,NA,https://www.conservativedailynews.com,cdnnow,0.2222222222,UCh2U2g4ljOv0jIzd5os4qIA,CDailyNews
Conservative HQ,Right,USA,http://www.conservativehq.com,richardviguerie,0.3448275862,UCtbwMXWXSSFzlU0zmo7xV_g,ConservativeHQ
Conservative Opinion,Right,USA,https://conservativeopinion.com,conserveop,0.6896551724,UCdrWnd94LETTHR2NS62-xHQ,
Conservative Review,Right,USA,https://www.conservativereview.com,cr,0.2,UCEn2XzowruUIsqs09iSFRiA,
Conservative Treehouse,Right,Unknown,https://theconservativetreehouse.com,thelastrefuge2,0.4210526316,UCAgM5cM5q8hqbIqOy2OHWEw,
Consortium News,Left-center,USA,https://consortiumnews.com,consortiumnews,1,UCDZuNFwJ4BIRV_Z5IxFXVrA,
Constitution Daily,Center,USA,https://constitutioncenter.org,constitutionctr,0.9090909091,UCoAU4X6DUZSt5n6aI74Hw0A,ConstitutionCenter
Constitution Project,Left-center,USA,https://archive.constitutionproject.org,conpro,0.48,UCndD9tb2oz-JBDKFs1flKsQ,Constitutionprojct
Consumer Reports,Center,USA,https://www.consumerreports.org,consumerreports,1,UCOClvgLYa7g75eIaTdwj_vg,consumerreports
Consumerist,Center,NA,https://consumerist.com,consumerist,1,,
Cook Political Report,Center,NA,https://cookpolitical.com,cookpolitical,1,UCkA-gHiuO6YlsAcdLN9Rmbg,
Cop Block,Left,NA,https://www.copblock.org,copblock,1,UCl-qkifCsEcn0AuTSRiZ0Lw,TheCopBlock
Corpus Christi Caller Times,Left-center,USA,https://www.caller.com,callerdotcom,0.6666666667,UCbTSog1iMsJrfR5GbAlQoQw,CCCALLERTIMES
Corriere Della Sera,Center,Italy,https://www.corriere.it,corriere,1,UC2lCxEqj8bfRfYbK1FNNNkQ,corrieredellasera
Cosmopolitan,Left,NA,https://www.cosmopolitan.com,cosmopolitan,1,UC4LADtN8xwppFydHUB1s5uA,HelloStyleChannel
Council for the National Interest,Left-center,NA,https://councilforthenationalinterest.org,fixmidepolicy,0.1428571429,UCUN1qJNMrbW9mTcbjmEhYXg,CNIFoundation
Council on Foreign Relations,Center,USA,https://www.cfr.org,cfr_org,0.6,UCL_A4jkwvKuMyToAPy3FQKQ,cfr
Countable,Center,USA,https://www.countable.us,countable,1,UCEvlaFEvZOgTfNnz1z4PCGA,CountableUS
Counter Currents,Left,NA,https://countercurrents.org,countercurrents,1,UCrXmzxXsc8I0jIBWc51ti2g,CCMEDIACHANNEL
CounterPunch,Left,USA,https://www.counterpunch.org,natcounterpunch,0.8888888889,,
Courthouse News Service,Center,USA,https://www.courthousenews.com,bleonardcns,0.16,,
Cowger Nation,Right,NA,https://cowgernation.com,cowgernation,1,UCP9M_pYLQTrz9FGfjmfBbhA,cowgernation
CP24,Center,Canada,https://www.cp24.com,cp24,1,UCs3o4RhBiP2wcwqkZR2QVLw,
Crime Prevention Research Center,Right,USA,https://crimeresearch.org,crimeresearch1,0.962962963,UCO1gk6pcYNtKcDsAFOy6rvA,
Crimeola,Center,NA,https://crimeola.com,crimeola,1,,
CrimethInc,Left,NA,https://crimethinc.com,crimethinc,1,UC7G7MpISQn4wt3HEIXgN6GQ,depublisher2010
Crisis Magazine,Right,NA,https://www.crisismagazine.com,crisismag,0.7826086957,UC2c-Ei798-Xuz8jfuBwleVA,
Crooked Media,Left,USA,https://crooked.com,crookedmedia,0.7368421053,UCKRoXz3hHAu2XL_k3Ef4vJQ,
Crooks and Liars,Left,USA,https://crooksandliars.com,crooksandliars,1,,
Crosscut.com,Left-center,USA,https://crosscut.com,crosscut,1,UCoJoJDmmqTJutQMP5RAQsMA,
CT Mirror,Left-center,USA,https://ctmirror.org,ctmirror,1,UCtufJvOsGkXrhn2nH3tQWyw,
CTV News,Center,Canada,https://www.ctvnews.ca,ctvnews,1,UCi7Zk9baY1tvdlgxIML8MXg,
Current Affairs Magazine,Left,USA,https://www.currentaffairs.org,curaffairs,0.8333333333,,
Curve Magazine,Left,NA,https://www.curvemag.com,therealcurve,0.5,UCQZ5snklkSzCp-Tl_SVvtyA,TheRealCurveMagazine
D.C. Circuit Breaker,Center,USA,https://dccircuitbreaker.org,dccircuitbreak,0.9333333333,,
Daily 49er,Left,USA,http://www.daily49er.com,daily49er,1,UCas0pAfnq618PsfXv8BsoTQ,videod49er
Daily Beast,Left,USA,https://www.thedailybeast.com,thedailybeast,1,UC7qZ_e097NBkgOljy1joVRA,TheDailyBeastVideo
Daily Express,Right,United Kingdom,https://www.express.co.uk,daily_express,0.7,,
Daily Hampshire Gazette,Left-center,USA,https://www.gazettenet.com,dailyhampgaz,0.2727272727,UC97luaV_MfuOgLUXoRpqZ-Q,gazettenet
Daily Herald,Right-center,USA,https://www.dailyherald.com,dailyherald,1,UC4Y2V22Eh5Kich7YjvXd0zA,dailyheraldclips
Daily Hive,Left-center,NA,https://dailyhive.com,dailyhivevan,0.8571428571,UCm3DfoFxJO0iKvVHAdpdOKg,OfficialVCB
Daily Journal (Illinois),Center,USA,https://www.daily-journal.com,tdjnews,0.3,,
Daily Journal (Missouri),Center,USA,https://dailyjournalonline.com,dailyjournalmo,0.8125,UC3VVBn2wHt6AUCoyj-8bBAQ,dailyjournalmo
Daily Kos,Left,USA,https://www.dailykos.com,dailykos,1,UC1Z1i5ClfrJhyu9z1hlmDkQ,
Daily Maverick,Center,South Africa,https://www.dailymaverick.co.za,dailymaverick,1,UCv5U7lI-RBKtueK88uXH-aA,TheDailyMaverick
Daily Mirror,Left-center,United Kingdom,https://www.mirror.co.uk,dailymirror,0.7058823529,UC3EmxrWVl7K8xBH_UVIWY4Q,dailymirror
Daily Northwestern,Center,USA,https://dailynorthwestern.com,thedailynu,0.4444444444,UC6invOXkRetKTlyzSGDi4Bw,DailyNUVideo
Daily Press,Right-center,USA,https://www.dailypress.com,daily_press,0.9523809524,UCT_Fj6Sbb2Kqm_kWubBdjpA,dailypressnews
Daily Record,Center,NA,https://www.dailyrecord.com,dailyrecord,1,UC6B3kmCZJc7YMG-948t6M7w,scottishdailyrecord
Daily Record,Left,NA,https://www.dailyrecord.co.uk,daily_record,0.9565217391,UC6B3kmCZJc7YMG-948t6M7w,scottishdailyrecord
Daily Sound and Fury,Left,USA,https://dailysoundandfury.com,dailysoundnfury,0.9375,,
Daily Surge,Right,NA,https://dailysurge.com,dailysurge,1,,
DailyO,Right-center,NA,https://www.dailyo.in,dailyo_,0.9230769231,UCKrUscxzLnnFKgygXrBd2mA,
Dallas Voice,Left,NA,https://dallasvoice.com,dallasvoice,1,UCzLKquBnVnmwE8LBYSQTK3w,
Darien Times,Center,USA,https://www.darientimes.com,darientimes,1,,
Dawn,Left-center,Pakistan,https://www.dawn.com,dawn_com,0.6666666667,UCkMdI0K-74jAjOmh5J5H97Q,
Dayton Daily News,Center,USA,https://www.daytondailynews.com,daytondailynews,1,,
DC Statesman,Right,NA,https://www.dcstatesman.com,dcstatesman,1,UCp80KnAH2DG0P2-fzhbhdiA,
DC Whispers,Right,NA,https://dcwhispers.com,realdcwhispers,0.8333333333,,
DCReport.org,Left-center,USA,https://www.dcreport.org,dcreportmedia,0.7619047619,UCJN75PLD50xD6FIa3dtohJw,
De Telegraaf,Right,Netherlands,https://www.telegraaf.nl,telegraaf,1,UC1Et9K-hHf-P_LzQkE_Q3Jw,detelegraaf
Deadline Hollywood,Left-center,USA,https://deadline.com,deadline,1,UC0fTbhgouDMneMzSluKaXAA,deadlinecom
Deadspin,Left,USA,https://deadspin.com,deadspin,1,UCFsh2bHIGqgRVZnZX8xhI0Q,
DeadState,Left,USA,https://deadstate.org,deadstatetweets,0.75,,
DeathandTaxes,Left,NA,https://www.deathandtaxesmagazine.com,deathandtaxes,0.7647058824,,
Debunking Denialism,Left-center,Sweden,https://debunkingdenialism.com,debunkdenialism,0.9090909091,,
Deccan Chronicle,Right-center,India,https://www.deccanchronicle.com,deccanchronicle,1,UC2dyHgcqRcMCCo41sDvTJkw,DeccanChronicle1
Deccan Herald,Left-center,NA,https://www.deccanherald.com,deccanherald,1,UCHDXXHPrz-1GVbK_qk82hBQ,
Deep South Voice,Left,USA,https://www.deepsouthvoice.com,deepsouthvoice,1,UCA-qJxAjhq1G6aDsTHuPWug,
Defense News,Center,USA,https://www.defensenews.com,defense_news,0.9565217391,UCWTX-mz28FLGF_8y1583THw,
Defense One,Center,USA,https://www.defenseone.com,defenseone,1,UC5g04B7xfIZx7es_4VCj_sw,
Del Rio News Herald,Center,USA,http://delrionewsherald.com,drnewsherald,0.8571428571,,
Delaware Online – The News Journal,Left-center,NA,https://www.delawareonline.com,delawareonline,1,UCJ7JgIIYqTD0m5xLm66fZYA,
Democracy 21,Left-center,NA,https://democracy21.org,fredwertheimer,0.32,,
Democracy Chronicles,Left,NA,https://democracychronicles.org,demchron,0.5925925926,UCxcBAPpicKDkKtT5o6IQ9QA,
Democracy Guardian,Left,USA,https://democracyguardian.com,democracyguard,0.9032258065,,
Democracy Now,Left,USA,https://www.democracynow.org,democracynow,1,UCzuqE7-t13O4NIDYJfakrhw,democracynow
Democrat and Chronicle,Left-center,USA,https://www.democratandchronicle.com,dandc,0.4,UCFiwUZWV8SNcQzGRe-OGTqQ,democratandchronicle
Democratic Underground,Left,USA,https://www.democraticunderground.com,demunderground,0.8,,
Demos,Left-center,NA,https://www.demos.org,demos_org,0.7142857143,UCinC4gKr38R0PkcU4i5rHOA,demosorg
Denton Record Chronicle,Center,USA,https://dentonrc.com,dentonrc,1,UCC4K4vOr0eeR5OXtOaKYrDQ,
Denver Post,Left-center,USA,https://www.denverpost.com,denverpost,1,UCDlkrCpxEOO1qLwCs_Br_Wg,DenverPost
Denver Westword,Left-center,USA,https://www.westword.com,denverwestword,0.7272727273,UCe4qJuBWUIdniSFBV1fRAHw,squashmr
Deseret News,Right-center,USA,https://www.deseret.com,deseretnews,0.7777777778,UCP7SfUaCqZNYBwM6owHEHOw,Deseretnews
Desert Sun,Right-center,NA,https://www.desertsun.com,mydesert,0.7058823529,UCb31KETjCNrh5Bmq0Kvc-cQ,TheDesertSun
Deshabhimani,Left,India,https://www.deshabhimani.com,dbidaily,0.3,UCeZ4XRvVEgLgfz05s3HNVbg,
DeSmog,Left,NA,https://www.desmogblog.com,desmogblog,1,UC27KdqL8GCxqXgurmGpkb7g,DesmogBlog
Detroit Metro Times,Left,USA,https://www.metrotimes.com,metrotimes,1,UCkhDT0wgMF0Z3g4VaHeGr8w,
Detroit News,Right-center,USA,https://www.detroitnews.com,detroitnews,1,UCu_26Rfu2fo_exXS6rLethw,DetNewsVideo
DifferenceBetween.net,Center,USA,http://www.differencebetween.net,differenceb,0.7857142857,,
Digg,Left-center,NA,https://digg.com,digg,1,UC5-oVsRPiz6Edf2A6Pj9JNQ,DiggOriginal
Digital Journal,Center,NA,http://www.digitaljournal.com,digitaljournal,1,UCmEf9Mu__uomEiSWV7v9OqQ,digitaljournal
Diply,Left-center,Canada,https://www.hello.diply.com,diply,1,UC7o4eKNwJjwqLDgtZ81r0QQ,
Disrn,Right,USA,https://disrn.com,disrnnews,0.7142857143,UCsQksx9W92gVMbn5P3zEdxA,
Dissent Magazine,Left,USA,https://www.dissentmagazine.org,dissentmag,0.8,,
DiversityInc,Left-center,NA,https://www.diversityinc.com,diversityinc,1,UCV8O5e99OWKG8xmzf8c4t9Q,diversityincvideos
DML News,Right,USA,https://dmlnews.com,realdennislynch,0.1818181818,UCEocKus-bNzwFe1TIXhNC_w,
Doctors Without Borders,Center,NA,https://www.doctorswithoutborders.org,msf_usa,0.2142857143,UC4oxZI46DHqBxVogf_T256Q,MSF
Downsizing the Federal Government,Right-center,NA,https://www.downsizinggovernment.org,downsizethefeds,0.5142857143,,
DPA German Press Agency,Center,NA,https://www.dpa-international.com,dpa_intl,0.56,UCvL_lTVP3rl4xsHlwWVtt2w,dpavideo
Drudge Retort,Left,NA,https://drudge.com,drudgeretort,0.6666666667,UC-3jIAlnQmbbVMV6gR7K8aQ,SamSeder
Duluth News Tribune,Center,USA,https://www.duluthnewstribune.com,duluthnews,0.7407407407,UCi1e0yvQweZVyfUhtz_nZHA,duluthnewstribune
Dutch Daily News,Left-center,NA,https://dutchdailynews.com,dutchdailynews,1,UCBvsIodsGDjcfG2W7CITfwA,dutchdailynews
Dutch Review,Left-center,NA,https://dutchreview.com,dutchreviewing,0.88,UC8h9LBNe6bxE_DkQfBooB2g,
DW News,Left-center,Germany,https://www.dw.com,dwnews,0.5,UCknLrEdhRCp1aegoMqRaCZg,deutschewelleenglish
Eagle Pass News Leader,Right,USA,https://www.epnewsleader.com,epnewsleader,1,,
Eagle Tribune,Center,NA,https://www.eagletribune.com,eagletrib,0.8571428571,UC5gpJCTvn_QDB-vRC_399Mg,TheEagleTribune
Earth First Journal,Left,USA,https://earthfirstjournal.org,efjournal,0.6923076923,UCj-rZcEwT0HjATNq-kx_nsg,EarthFirstJournal
EarthJustice,Left-center,USA,https://earthjustice.org,earthjustice,1,UCdEXiZuSR2Q1WQATKkClbhA,Earthjustice
East Bay Times,Left-center,NA,https://www.eastbaytimes.com,eastbaytimes,1,,
Eau Claire Leader Telegram,Center,USA,https://www.leadertelegram.com,leadertelegram,1,UCYzl0TNobVxqmeskwFD1MkQ,LeaderTelegram
Econofact,Left-center,USA,https://econofact.org,econofactorg,0.8571428571,UCCl5qcJ3bFb2CYTUNKE_Yhw,
Economic Policy Institute,Left-center,USA,https://www.epi.org,economicpolicy,0.3529411765,UCBP_y4Vi31ZECb1I9rOTL0Q,EPIdotORG
Economic Policy Journal,Right,USA,https://www.economicpolicyjournal.com,wenzeleconomics,0.4444444444,UC6VFllW7dvne0SQZp3sGylQ,
Economics.Help,Left-center,NA,https://www.economicshelp.org,economicshelp,1,UCBr2W3nb0jPSnommNbbpMAw,economicshelp
Edmonton Journal,Right-center,Canada,https://edmontonjournal.com,edmontonjournal,1,UCVyik4cnxEmbefInU7JnWyw,EdJournal
Edmonton Sun,Right-center,NA,https://edmontonsun.com,edmontonsun,1,UCFMIxSDEe06oLz-aZ8vTVJQ,
Egypt Today,Right,Egypt,https://www.egypttoday.com,egypttodaymag,0.8695652174,UCYXasVfcbKVX1XBeMDdmYxA,EgyptTodayMagazine
Egyptian Streets,Left-center,NA,https://egyptianstreets.com,egyptianstreets,1,UCDJo7cdprmVAJZfLBT7fsOQ,EgyptianStreets
